method,reference_scene_id,master_sequence_id,scene_id,sequence_id,order_id,prefix,T,prediction_digest,id_switches,transition_opportunities,id_switch_rate,active_correct_matches,active_wrong_matches,births,false_births,rejected_births,fragmentation_count,merge_count,gap_opportunities,reactivation_attempts,predicted_reactivation_events,correct_reactivations,wrong_reactivations,no_attempts,reactivation_accuracy,reactivation_precision,reactivation_recall,reactivation_coverage
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09:sha256_seed45,sha256_seed45,4,4,d6a35b1a02e2989002f91502a3df62f13e8114e911b72e7b452c5b090a544bb4,12,12,1.0,0,0,32,18,0,12,0,3,0,0,0,0,3,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09:sha256_seed45,sha256_seed45,5,5,d6a35b1a02e2989002f91502a3df62f13e8114e911b72e7b452c5b090a544bb4,16,16,1.0,0,0,38,23,0,16,0,5,0,0,0,0,5,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:canonical,canonical,2,2,3be041fe4138adcaea19d7dd0524567a6616c28749df555cfcad2deee6f95964,3,3,1.0,0,0,14,7,0,3,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:canonical,canonical,3,3,3be041fe4138adcaea19d7dd0524567a6616c28749df555cfcad2deee6f95964,6,6,1.0,0,0,19,11,0,6,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:canonical,canonical,4,4,3be041fe4138adcaea19d7dd0524567a6616c28749df555cfcad2deee6f95964,9,9,1.0,0,0,29,14,0,9,0,1,0,0,0,0,1,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:canonical,canonical,5,5,3be041fe4138adcaea19d7dd0524567a6616c28749df555cfcad2deee6f95964,14,14,1.0,0,0,38,21,0,14,0,3,0,0,0,0,3,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:reverse,reverse,2,2,8191da5e2114e3e242fb484e70b99caa8d8f41feaf1eff7def1cd301c3a1ed26,4,4,1.0,0,0,17,5,0,4,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:reverse,reverse,3,3,8191da5e2114e3e242fb484e70b99caa8d8f41feaf1eff7def1cd301c3a1ed26,7,7,1.0,0,0,22,10,0,7,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:reverse,reverse,4,4,8191da5e2114e3e242fb484e70b99caa8d8f41feaf1eff7def1cd301c3a1ed26,11,11,1.0,0,0,29,17,0,11,0,3,0,0,0,0,3,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:reverse,reverse,5,5,8191da5e2114e3e242fb484e70b99caa8d8f41feaf1eff7def1cd301c3a1ed26,15,15,1.0,0,0,35,21,0,15,0,5,0,0,0,0,5,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:sha256_seed45,sha256_seed45,2,2,e5d30479512f810765cdd8cdd20d3da9876dad351c38aa07c8726ce200cc8fc9,4,4,1.0,0,0,17,8,0,4,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:sha256_seed45,sha256_seed45,3,3,e5d30479512f810765cdd8cdd20d3da9876dad351c38aa07c8726ce200cc8fc9,7,7,1.0,0,0,22,13,0,7,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:sha256_seed45,sha256_seed45,4,4,e5d30479512f810765cdd8cdd20d3da9876dad351c38aa07c8726ce200cc8fc9,11,11,1.0,0,0,28,17,0,11,0,2,0,0,0,0,2,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02:sha256_seed45,sha256_seed45,5,5,e5d30479512f810765cdd8cdd20d3da9876dad351c38aa07c8726ce200cc8fc9,15,15,1.0,0,0,34,21,0,15,0,3,0,0,0,0,3,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:canonical,canonical,2,2,043103f910a133de8f1ee701eea2cff6818b9367b7b8b8282ef34917e3cd346a,4,4,1.0,0,0,13,5,0,4,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:canonical,canonical,3,3,043103f910a133de8f1ee701eea2cff6818b9367b7b8b8282ef34917e3cd346a,7,7,1.0,0,0,19,8,0,7,0,2,0,0,0,0,2,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:canonical,canonical,4,4,043103f910a133de8f1ee701eea2cff6818b9367b7b8b8282ef34917e3cd346a,10,10,1.0,0,0,27,15,0,10,0,4,0,0,0,0,4,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:canonical,canonical,5,5,043103f910a133de8f1ee701eea2cff6818b9367b7b8b8282ef34917e3cd346a,13,13,1.0,0,0,32,19,0,13,0,5,0,0,0,0,5,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:reverse,reverse,2,2,983a643702d4903750519e942b3f421c4d50ecee157d2c136dfa6e9d3a7a0ac3,2,2,1.0,0,0,11,6,0,2,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:reverse,reverse,3,3,983a643702d4903750519e942b3f421c4d50ecee157d2c136dfa6e9d3a7a0ac3,5,5,1.0,0,0,17,9,0,5,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:reverse,reverse,4,4,983a643702d4903750519e942b3f421c4d50ecee157d2c136dfa6e9d3a7a0ac3,8,8,1.0,0,0,23,13,0,8,0,1,0,0,0,0,1,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:reverse,reverse,5,5,983a643702d4903750519e942b3f421c4d50ecee157d2c136dfa6e9d3a7a0ac3,12,12,1.0,0,0,29,18,0,12,0,2,0,0,0,0,2,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:sha256_seed45,sha256_seed45,2,2,6aa175577dac4798dedd909a811c469890280a9b19ec2cebc4621153dd99f546,4,4,1.0,0,0,12,8,0,4,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:sha256_seed45,sha256_seed45,3,3,6aa175577dac4798dedd909a811c469890280a9b19ec2cebc4621153dd99f546,7,7,1.0,0,0,18,11,0,7,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:sha256_seed45,sha256_seed45,4,4,6aa175577dac4798dedd909a811c469890280a9b19ec2cebc4621153dd99f546,10,10,1.0,0,0,24,14,0,10,0,1,0,0,0,0,1,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07:sha256_seed45,sha256_seed45,5,5,6aa175577dac4798dedd909a811c469890280a9b19ec2cebc4621153dd99f546,14,14,1.0,0,0,31,19,0,14,0,2,0,0,0,0,2,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:canonical,canonical,2,2,0221900120fa5232fc380fd4c30a667502e9dcb68a1744c10091ba02d8baf110,2,2,1.0,0,0,14,3,0,2,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:canonical,canonical,3,3,0221900120fa5232fc380fd4c30a667502e9dcb68a1744c10091ba02d8baf110,5,5,1.0,0,0,23,8,0,5,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:canonical,canonical,4,4,0221900120fa5232fc380fd4c30a667502e9dcb68a1744c10091ba02d8baf110,12,12,1.0,0,0,31,16,0,12,0,3,0,0,0,0,3,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:canonical,canonical,5,5,0221900120fa5232fc380fd4c30a667502e9dcb68a1744c10091ba02d8baf110,15,15,1.0,0,0,37,20,0,15,0,3,0,0,0,0,3,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:reverse,reverse,2,2,b05e9a19db4472121fae0e8dfe0f12661c9334f0c59d5fd9b400da5edc9f53fa,3,3,1.0,0,0,16,7,0,3,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:reverse,reverse,3,3,b05e9a19db4472121fae0e8dfe0f12661c9334f0c59d5fd9b400da5edc9f53fa,8,8,1.0,0,0,23,12,0,8,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:reverse,reverse,4,4,b05e9a19db4472121fae0e8dfe0f12661c9334f0c59d5fd9b400da5edc9f53fa,15,15,1.0,0,0,33,19,0,15,0,2,0,0,0,0,2,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:reverse,reverse,5,5,b05e9a19db4472121fae0e8dfe0f12661c9334f0c59d5fd9b400da5edc9f53fa,18,18,1.0,0,0,38,24,0,18,0,2,0,0,0,0,2,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:sha256_seed45,sha256_seed45,2,2,5c4ed2ab6365d1145c89cb4af433c28ac7c06edcc1ab206e5f5066653866a466,3,3,1.0,0,0,14,5,0,3,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:sha256_seed45,sha256_seed45,3,3,5c4ed2ab6365d1145c89cb4af433c28ac7c06edcc1ab206e5f5066653866a466,9,9,1.0,0,0,25,12,0,9,0,4,0,0,0,0,4,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:sha256_seed45,sha256_seed45,4,4,5c4ed2ab6365d1145c89cb4af433c28ac7c06edcc1ab206e5f5066653866a466,12,12,1.0,0,0,30,17,0,12,0,4,0,0,0,0,4,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03:sha256_seed45,sha256_seed45,5,5,5c4ed2ab6365d1145c89cb4af433c28ac7c06edcc1ab206e5f5066653866a466,17,17,1.0,0,0,36,22,0,17,0,9,0,0,0,0,9,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:canonical,canonical,2,2,90e495f1f2904d7ad6bdf77c795f3ff146e5cf83349a6a128a517f56cfd72b0e,4,4,1.0,0,0,12,8,0,4,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:canonical,canonical,3,3,90e495f1f2904d7ad6bdf77c795f3ff146e5cf83349a6a128a517f56cfd72b0e,7,7,1.0,0,0,22,11,0,7,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:canonical,canonical,4,4,90e495f1f2904d7ad6bdf77c795f3ff146e5cf83349a6a128a517f56cfd72b0e,11,11,1.0,0,0,31,17,0,11,0,1,0,0,0,0,1,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:canonical,canonical,5,5,90e495f1f2904d7ad6bdf77c795f3ff146e5cf83349a6a128a517f56cfd72b0e,18,18,1.0,0,0,39,25,0,18,0,4,0,0,0,0,4,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:reverse,reverse,2,2,362435ac874c61fa84cbcbb2aaa85c0a38bd459b1172e5a50e47c8fd464ce760,5,5,1.0,0,0,15,6,0,5,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:reverse,reverse,3,3,362435ac874c61fa84cbcbb2aaa85c0a38bd459b1172e5a50e47c8fd464ce760,12,12,1.0,0,0,25,13,0,12,0,2,0,0,0,0,2,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:reverse,reverse,4,4,362435ac874c61fa84cbcbb2aaa85c0a38bd459b1172e5a50e47c8fd464ce760,15,15,1.0,0,0,30,18,0,15,0,2,0,0,0,0,2,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:reverse,reverse,5,5,362435ac874c61fa84cbcbb2aaa85c0a38bd459b1172e5a50e47c8fd464ce760,19,19,1.0,0,0,37,25,0,19,0,5,0,0,0,0,5,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:sha256_seed45,sha256_seed45,2,2,b62824cc19422c8fd46bc77398c805809541db493c2801e568028b799b343018,3,3,1.0,0,0,15,7,0,3,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:sha256_seed45,sha256_seed45,3,3,b62824cc19422c8fd46bc77398c805809541db493c2801e568028b799b343018,9,9,1.0,0,0,25,14,0,9,0,4,0,0,0,0,4,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:sha256_seed45,sha256_seed45,4,4,b62824cc19422c8fd46bc77398c805809541db493c2801e568028b799b343018,12,12,1.0,0,0,30,19,0,12,0,4,0,0,0,0,4,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04:sha256_seed45,sha256_seed45,5,5,b62824cc19422c8fd46bc77398c805809541db493c2801e568028b799b343018,17,17,1.0,0,0,36,24,0,17,0,8,0,0,0,0,8,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00:canonical,canonical,2,2,58b17f9aaaaf8e9f8a3e4c32ccc788c9e425885ca4016c0aaaf1f8e7263f6594,2,2,1.0,0,0,12,2,0,2,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00:canonical,canonical,3,3,58b17f9aaaaf8e9f8a3e4c32ccc788c9e425885ca4016c0aaaf1f8e7263f6594,5,5,1.0,0,0,20,9,0,5,0,1,0,0,0,0,1,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00:canonical,canonical,4,4,58b17f9aaaaf8e9f8a3e4c32ccc788c9e425885ca4016c0aaaf1f8e7263f6594,8,8,1.0,0,0,25,13,0,8,0,1,0,0,0,0,1,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00:canonical,canonical,5,5,58b17f9aaaaf8e9f8a3e4c32ccc788c9e425885ca4016c0aaaf1f8e7263f6594,12,12,1.0,0,0,35,17,0,12,0,3,0,0,0,0,3,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00:reverse,reverse,2,2,8b3b2b2c6b66ae1bd4b493a0f94a37399db97bb35dda688c9d9e1326b062f167,3,3,1.0,0,0,15,5,0,3,0,0,0,0,0,0,0,,,,
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00:reverse,reverse,3,3,8b3b2b2c6b66ae1bd4b493a0f94a37399db97bb35dda688c9d9e1326b062f167,6,6,1.0,0,0,22,11,0,6,0,3,0,0,0,0,3,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00:reverse,reverse,4,4,8b3b2b2c6b66ae1bd4b493a0f94a37399db97bb35dda688c9d9e1326b062f167,9,9,1.0,0,0,28,14,0,9,0,5,0,0,0,0,5,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00:reverse,reverse,5,5,8b3b2b2c6b66ae1bd4b493a0f94a37399db97bb35dda688c9d9e1326b062f167,13,13,1.0,0,0,34,19,0,13,0,8,0,0,0,0,8,,,0.0,0.0
B0,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00:sha256_seed45,sha256_seed45,2,2,44b730c1a054a070ebb498d514ee010d68abf811ebd13e7670408c2055d8e982,4,4,1.0,0,0,17,8,0,4,0,0,0,0,0,0,0,,,,
