method,reference_scene_id,master_sequence_id,scene_id,sequence_id,order_id,prefix,T,prediction_digest,id_switches,transition_opportunities,id_switch_rate,active_correct_matches,active_wrong_matches,births,false_births,rejected_births,fragmentation_count,merge_count,gap_opportunities,reactivation_attempts,predicted_reactivation_events,correct_reactivations,wrong_reactivations,no_attempts,reactivation_accuracy,reactivation_precision,reactivation_recall,reactivation_coverage
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:sha256_seed45,sha256_seed45,3,3,046588f7cc1823838a1659bad754f877e97333467eb6bf771af04571b07295b4,4,4,1.0,0,0,20,8,0,4,0,2,0,0,0,0,2,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:sha256_seed45,sha256_seed45,4,4,046588f7cc1823838a1659bad754f877e97333467eb6bf771af04571b07295b4,7,7,1.0,0,0,25,12,0,7,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06:sha256_seed45,sha256_seed45,5,5,046588f7cc1823838a1659bad754f877e97333467eb6bf771af04571b07295b4,11,11,1.0,0,0,30,16,0,11,0,11,0,0,0,0,11,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:canonical,canonical,2,2,b9cb176728ebd6dd2dfba79293bc49ac7643efa651f1659676ce877d1552e63a,4,4,1.0,0,0,18,7,0,4,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:canonical,canonical,3,3,b9cb176728ebd6dd2dfba79293bc49ac7643efa651f1659676ce877d1552e63a,8,8,1.0,0,0,26,15,0,8,0,2,0,0,0,0,2,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:canonical,canonical,4,4,b9cb176728ebd6dd2dfba79293bc49ac7643efa651f1659676ce877d1552e63a,12,12,1.0,0,0,32,19,0,12,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:canonical,canonical,5,5,b9cb176728ebd6dd2dfba79293bc49ac7643efa651f1659676ce877d1552e63a,14,14,1.0,0,0,39,23,0,14,0,9,0,0,0,0,9,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:reverse,reverse,2,2,59f3eddb342fc4a4ed0077db8d3c1976d3f4fd4610d4bf79cad34e8c56169488,0,0,,0,0,12,3,0,0,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:reverse,reverse,3,3,59f3eddb342fc4a4ed0077db8d3c1976d3f4fd4610d4bf79cad34e8c56169488,2,2,1.0,0,0,18,8,0,2,0,3,0,0,0,0,3,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:reverse,reverse,4,4,59f3eddb342fc4a4ed0077db8d3c1976d3f4fd4610d4bf79cad34e8c56169488,6,6,1.0,0,0,23,12,0,6,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:reverse,reverse,5,5,59f3eddb342fc4a4ed0077db8d3c1976d3f4fd4610d4bf79cad34e8c56169488,13,13,1.0,0,0,33,20,0,13,0,10,0,0,0,0,10,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:sha256_seed45,sha256_seed45,2,2,2d5c30eece62211d87d7712723c929ddd13446fde032723a53e6d3d9649708e7,2,2,1.0,0,0,13,4,0,2,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:sha256_seed45,sha256_seed45,3,3,2d5c30eece62211d87d7712723c929ddd13446fde032723a53e6d3d9649708e7,4,4,1.0,0,0,20,8,0,4,0,2,0,0,0,0,2,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:sha256_seed45,sha256_seed45,4,4,2d5c30eece62211d87d7712723c929ddd13446fde032723a53e6d3d9649708e7,11,11,1.0,0,0,32,17,0,11,0,9,0,0,0,0,9,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01:sha256_seed45,sha256_seed45,5,5,2d5c30eece62211d87d7712723c929ddd13446fde032723a53e6d3d9649708e7,15,15,1.0,0,0,38,22,0,15,0,10,0,0,0,0,10,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:canonical,canonical,2,2,8bd74e6c05c0685262fb9cf9aaeffe73593243299d23ed0fa26fd8ccc4dac283,4,4,1.0,0,0,19,10,0,4,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:canonical,canonical,3,3,8bd74e6c05c0685262fb9cf9aaeffe73593243299d23ed0fa26fd8ccc4dac283,6,6,1.0,0,0,26,14,0,6,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:canonical,canonical,4,4,8bd74e6c05c0685262fb9cf9aaeffe73593243299d23ed0fa26fd8ccc4dac283,13,13,1.0,0,0,38,24,0,13,0,4,0,0,0,0,4,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:canonical,canonical,5,5,8bd74e6c05c0685262fb9cf9aaeffe73593243299d23ed0fa26fd8ccc4dac283,19,19,1.0,0,0,47,32,0,19,0,6,0,0,0,0,6,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:reverse,reverse,2,2,341a0b23186224a9772d2653263cc7a10531ae2888ad3750a5c4088daa7ff06a,5,5,1.0,0,0,23,11,0,5,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:reverse,reverse,3,3,341a0b23186224a9772d2653263cc7a10531ae2888ad3750a5c4088daa7ff06a,10,10,1.0,0,0,31,18,0,10,0,1,0,0,0,0,1,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:reverse,reverse,4,4,341a0b23186224a9772d2653263cc7a10531ae2888ad3750a5c4088daa7ff06a,17,17,1.0,0,0,44,30,0,17,0,7,0,0,0,0,7,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:reverse,reverse,5,5,341a0b23186224a9772d2653263cc7a10531ae2888ad3750a5c4088daa7ff06a,22,22,1.0,0,0,50,36,0,22,0,8,0,0,0,0,8,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:sha256_seed45,sha256_seed45,2,2,279ff4fef13482f8c4bb1313c7aef355f85d08387aecc2fa7bd853876e0d44df,3,3,1.0,0,0,18,7,0,3,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:sha256_seed45,sha256_seed45,3,3,279ff4fef13482f8c4bb1313c7aef355f85d08387aecc2fa7bd853876e0d44df,8,8,1.0,0,0,27,14,0,8,0,1,0,0,0,0,1,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:sha256_seed45,sha256_seed45,4,4,279ff4fef13482f8c4bb1313c7aef355f85d08387aecc2fa7bd853876e0d44df,12,12,1.0,0,0,33,19,0,12,0,2,0,0,0,0,2,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08:sha256_seed45,sha256_seed45,5,5,279ff4fef13482f8c4bb1313c7aef355f85d08387aecc2fa7bd853876e0d44df,19,19,1.0,0,0,47,32,0,19,0,8,0,0,0,0,8,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:canonical,canonical,2,2,bd38343e3c38db691d428bf96990ba9c7bed05e9ba57f259e80ab149ca23e52d,0,0,,0,0,12,2,0,0,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:canonical,canonical,3,3,bd38343e3c38db691d428bf96990ba9c7bed05e9ba57f259e80ab149ca23e52d,5,5,1.0,0,0,17,7,0,5,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:canonical,canonical,4,4,bd38343e3c38db691d428bf96990ba9c7bed05e9ba57f259e80ab149ca23e52d,12,12,1.0,0,0,31,20,0,12,0,9,0,0,0,0,9,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:canonical,canonical,5,5,bd38343e3c38db691d428bf96990ba9c7bed05e9ba57f259e80ab149ca23e52d,15,15,1.0,0,0,38,25,0,15,0,11,0,0,0,0,11,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:reverse,reverse,2,2,36fa7b367e946c9ea0cb050cb41920b298b00b17c21c4465a3e069328f3bc3ce,2,2,1.0,0,0,19,8,0,2,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:reverse,reverse,3,3,36fa7b367e946c9ea0cb050cb41920b298b00b17c21c4465a3e069328f3bc3ce,6,6,1.0,0,0,25,13,0,6,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:reverse,reverse,4,4,36fa7b367e946c9ea0cb050cb41920b298b00b17c21c4465a3e069328f3bc3ce,9,9,1.0,0,0,31,18,0,9,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:reverse,reverse,5,5,36fa7b367e946c9ea0cb050cb41920b298b00b17c21c4465a3e069328f3bc3ce,14,14,1.0,0,0,36,23,0,14,0,10,0,0,0,0,10,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:sha256_seed45,sha256_seed45,2,2,cdae45404d2bbc8ba8abb1cbd4439cf9d2b106172cf536e306e62d60c4bc3c5b,0,0,,0,0,11,1,0,0,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:sha256_seed45,sha256_seed45,3,3,cdae45404d2bbc8ba8abb1cbd4439cf9d2b106172cf536e306e62d60c4bc3c5b,3,3,1.0,0,0,18,7,0,3,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:sha256_seed45,sha256_seed45,4,4,cdae45404d2bbc8ba8abb1cbd4439cf9d2b106172cf536e306e62d60c4bc3c5b,8,8,1.0,0,0,23,12,0,8,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10:sha256_seed45,sha256_seed45,5,5,cdae45404d2bbc8ba8abb1cbd4439cf9d2b106172cf536e306e62d60c4bc3c5b,15,15,1.0,0,0,37,25,0,15,0,9,0,0,0,0,9,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:canonical,canonical,2,2,e82f309c780e030cffbd1f7ded6ab96d57f7dc48ea7463c97b5e11c84426eec0,7,7,1.0,0,0,22,11,0,7,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:canonical,canonical,3,3,e82f309c780e030cffbd1f7ded6ab96d57f7dc48ea7463c97b5e11c84426eec0,12,12,1.0,0,0,27,16,0,12,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:canonical,canonical,4,4,e82f309c780e030cffbd1f7ded6ab96d57f7dc48ea7463c97b5e11c84426eec0,20,20,1.0,0,0,40,26,0,20,0,6,0,0,0,0,6,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:canonical,canonical,5,5,e82f309c780e030cffbd1f7ded6ab96d57f7dc48ea7463c97b5e11c84426eec0,24,24,1.0,0,0,46,31,0,24,0,6,0,0,0,0,6,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:reverse,reverse,2,2,083fbd77b2a938b3011bf670995e497c7fd90285293c4307cbcc4fc866a94c20,3,3,1.0,0,0,14,4,0,3,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:reverse,reverse,3,3,083fbd77b2a938b3011bf670995e497c7fd90285293c4307cbcc4fc866a94c20,8,8,1.0,0,0,20,10,0,8,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:reverse,reverse,4,4,083fbd77b2a938b3011bf670995e497c7fd90285293c4307cbcc4fc866a94c20,16,16,1.0,0,0,35,22,0,16,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:reverse,reverse,5,5,083fbd77b2a938b3011bf670995e497c7fd90285293c4307cbcc4fc866a94c20,22,22,1.0,0,0,42,29,0,22,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:sha256_seed45,sha256_seed45,2,2,a67b87aea867a11b0756d4a81fcd293d06e0a9f76421e2674626008915d3dbac,4,4,1.0,0,0,18,7,0,4,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:sha256_seed45,sha256_seed45,3,3,a67b87aea867a11b0756d4a81fcd293d06e0a9f76421e2674626008915d3dbac,9,9,1.0,0,0,25,13,0,9,0,3,0,0,0,0,3,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:sha256_seed45,sha256_seed45,4,4,a67b87aea867a11b0756d4a81fcd293d06e0a9f76421e2674626008915d3dbac,18,18,1.0,0,0,40,26,0,18,0,8,0,0,0,0,8,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04:sha256_seed45,sha256_seed45,5,5,a67b87aea867a11b0756d4a81fcd293d06e0a9f76421e2674626008915d3dbac,23,23,1.0,0,0,45,31,0,23,0,8,0,0,0,0,8,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:canonical,canonical,2,2,12d7ab57658df15ab6af99560e3b8cd12f3c08973d3fde4e6934f1942301363c,5,5,1.0,0,0,19,8,0,5,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:canonical,canonical,3,3,12d7ab57658df15ab6af99560e3b8cd12f3c08973d3fde4e6934f1942301363c,9,9,1.0,0,0,25,13,0,9,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:canonical,canonical,4,4,12d7ab57658df15ab6af99560e3b8cd12f3c08973d3fde4e6934f1942301363c,13,13,1.0,0,0,33,21,0,13,0,2,0,0,0,0,2,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:canonical,canonical,5,5,12d7ab57658df15ab6af99560e3b8cd12f3c08973d3fde4e6934f1942301363c,17,17,1.0,0,0,39,25,0,17,0,5,0,0,0,0,5,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:reverse,reverse,2,2,624399d7a7c710f85e43f6df7944576f4d4b1c88fbea9874591c768d551f9d15,0,0,,0,0,11,3,0,0,0,0,0,0,0,0,0,,,,
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:reverse,reverse,3,3,624399d7a7c710f85e43f6df7944576f4d4b1c88fbea9874591c768d551f9d15,4,4,1.0,0,0,16,7,0,4,0,2,0,0,0,0,2,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:reverse,reverse,4,4,624399d7a7c710f85e43f6df7944576f4d4b1c88fbea9874591c768d551f9d15,11,11,1.0,0,0,26,15,0,11,0,6,0,0,0,0,6,,,0.0,0.0
B0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07:reverse,reverse,5,5,624399d7a7c710f85e43f6df7944576f4d4b1c88fbea9874591c768d551f9d15,16,16,1.0,0,0,32,21,0,16,0,6,0,0,0,0,6,,,0.0,0.0
