method,reference_scene_id,master_sequence_id,order_id,T,repeat,input_prepare_ms,network_forward_ms,scorer_ms,refiner_ms,state_update_ms,materialize_ms,end_to_end_ms,prefix_cumulative_ms,peak_allocated_bytes,peak_reserved_bytes,cpu_rss_bytes,resident_state_bytes,soft_buffer_bytes,archive_bytes,window_voxel_points,window_segments
R1-D0,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,2,4.509288,415.029341,0.0,0.0,24.070732,342.285349,786.058148,5884.462723,1116901888,4745854976,3937378304,62616,2535207,1447382,36561,1312
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,0,10.456471,695.053273,0.0,0.0,20.685119,966.599089,1692.937635,3720.9311319999997,2399169536,7044333568,3938144256,62616,5980189,1142240,128276,5605
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,0,16.737724,635.075116,0.0,0.0,19.248206,913.856781,1585.054676,5305.985807999999,2231416832,7044333568,3938144256,62616,6051158,1850990,116239,4918
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,0,9.106541,584.280626,0.0,0.0,18.434776,839.839322,1451.843379,6757.829186999999,2011204608,7044333568,3938144256,62616,4122507,2550236,100742,4186
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,0,12.506403,766.649627,0.0,0.0,29.413376,1319.9492030000001,2128.715108,8886.544295,2410809344,7044333568,3938144256,62616,12087737,2893864,130500,6385
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,1,15.089396,692.250882,0.0,0.0,20.853920000000002,913.3792960000001,1641.707413,3808.075162,2399169536,7044333568,3938144256,62616,5980189,1142240,128276,5605
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,1,17.675797,634.295684,0.0,0.0,20.690362999999998,1025.842819,1698.654227,5506.729389,2231416832,7044333568,3938144256,62616,6051158,1850990,116239,4918
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,1,13.285698,598.676872,0.0,0.0,26.673189,1086.696504,1725.613282,7232.342671,2011204608,7044333568,3938144256,62616,4122507,2550236,100742,4186
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,1,17.761015,758.561194,0.0,0.0,31.786551,1433.3883270000001,2241.77045,9474.113121,2410809344,7044333568,3938144256,62616,12087737,2893864,130500,6385
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,2,12.538783,744.22717,0.0,0.0,28.475864,1096.8120789999998,1882.305114,4323.915298,2399169536,7044333568,3938144256,62616,5980189,1142240,128276,5605
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,2,11.848603,643.901378,0.0,0.0,20.346558,983.894563,1660.162121,5984.077419,2231416832,7044333568,3938144256,62616,6051158,1850990,116239,4918
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,2,15.399735,587.659595,0.0,0.0,18.928153000000002,823.112239,1445.232578,7429.309997,2011204608,7044333568,3938144256,62616,4122507,2550236,100742,4186
R1-D0,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,2,10.086873,697.095504,0.0,0.0,21.282491,1147.0849680000001,1875.701562,9305.011559,2410809344,7044333568,3938144256,62616,12087737,2893864,130500,6385
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,0,6.469786,506.724146,0.0,0.0,18.462038,606.5760779999999,1138.389106,2316.243132,1734459392,7044333568,3938144256,62616,5173693,563757,81299,2190
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,0,7.11385,516.527461,0.0,0.0,18.696356,633.9297750000001,1176.407325,3492.6504569999997,1735496704,7044333568,3938144256,62616,5031203,1167131,81724,2246
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,0,6.154748,546.65098,0.0,0.0,23.452313999999998,606.660497,1183.080812,4675.731269,1571555840,7044333568,3938144256,62616,3904330,1760867,69725,1986
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,0,6.794868,532.05674,0.0,0.0,24.238896,625.809302,1189.059625,5864.790894,1611501568,7044333568,3938144256,62616,4681953,2108602,72765,2442
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,1,6.732839,563.293331,0.0,0.0,24.995936999999998,618.1546549999999,1213.358215,2619.787247,1734459392,7044333568,3938144256,62616,5173693,563757,81299,2190
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,1,8.251103,573.675785,0.0,0.0,25.839596999999998,720.262007,1328.246639,3948.033886,1735496704,7044333568,3938144256,62616,5031203,1167131,81724,2246
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,1,11.708837,538.768223,0.0,0.0,23.609116,676.0011440000001,1250.260478,5198.294364,1571555840,7044333568,3938144256,62616,3904330,1760867,69725,1986
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,1,6.482623,551.898664,0.0,0.0,26.043445,732.874598,1317.476518,6515.770882000001,1611501568,7044333568,3938144256,62616,4681953,2108602,72765,2442
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,2,6.562022,560.716292,0.0,0.0,23.647600999999998,574.830483,1165.948486,2554.397806,1734459392,7044333568,3938144256,62616,5173693,563757,81299,2190
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,2,10.174197,559.936457,0.0,0.0,24.900835,653.6642899999999,1248.851767,3803.249573,1735496704,7044333568,3938144256,62616,5031203,1167131,81724,2246
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,2,6.341569,528.643458,0.0,0.0,23.596769,866.447236,1425.195475,5228.445048,1571555840,7044333568,3938144256,62616,3904330,1760867,69725,1986
R1-D0,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,2,6.152584,532.615096,0.0,0.0,24.031855999999998,619.3163569999999,1182.27364,6410.718687999999,1611501568,7044333568,3938144256,62616,4681953,2108602,72765,2442
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,0,8.911271,726.936788,0.0,0.0,20.202543,871.271789,1627.466641,3438.9971889999997,2545498624,9093251072,3938152448,62616,6643566,896029,135435,4677
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,0,8.309449,588.053251,0.0,0.0,20.149371,765.880958,1382.539905,4821.537093999999,1963618304,9093251072,3938152448,62616,1773178,1774521,95953,3673
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,0,7.136077,534.537716,0.0,0.0,19.138092,704.181276,1265.134603,6086.671697,1814171648,9093251072,3938152448,62616,5351864,1947965,84439,2679
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,0,7.309797,554.208262,0.0,0.0,21.292209,772.864969,1355.819636,7442.491333,1814841856,9093251072,3938152448,62616,2194246,2531385,83265,2612
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,1,9.616298,732.92284,0.0,0.0,20.506553999999998,914.8015210000001,1677.983574,3567.890108,2545498624,9093251072,3938152448,62616,6643566,896029,135435,4677
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,1,7.172183,574.087764,0.0,0.0,19.690683,751.4908849999999,1352.591166,4920.481274,1963618304,9093251072,3938152448,62616,1773178,1774521,95953,3673
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,1,6.662508,530.061992,0.0,0.0,18.946537,624.358792,1180.167053,6100.648327,1814171648,9093251072,3938152448,62616,5351864,1947965,84439,2679
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,1,6.301503,531.035181,0.0,0.0,19.954392,699.7038,1257.128301,7357.776628,1814841856,9093251072,3938152448,62616,2194246,2531385,83265,2612
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,2,8.918843,734.680536,0.0,0.0,20.287153,936.097109,1700.127383,3481.776297,2545498624,9093251072,3938152448,62616,6643566,896029,135435,4677
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,2,7.118511,632.561118,0.0,0.0,24.84065,709.366358,1374.039903,4855.8162,1963618304,9093251072,3938152448,62616,1773178,1774521,95953,3673
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,2,7.319393,598.203014,0.0,0.0,25.268463999999998,704.1680240000001,1335.135682,6190.951882,1814171648,9093251072,3938152448,62616,5351864,1947965,84439,2679
R1-D0,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,2,12.557564,589.569608,0.0,0.0,25.598711,727.8592610000001,1355.750447,7546.702329,1814841856,9093251072,3938152448,62616,2194246,2531385,83265,2612
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,0,9.012832,729.662728,0.0,0.0,21.093806,1070.985984,1830.928406,3663.042522,2472690176,9093251072,3938156544,62616,8622364,998121,132307,5256
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,0,10.265816,732.752961,0.0,0.0,19.400548,1124.2314470000001,1886.827691,5549.870213,2529476096,9093251072,3938156544,62616,9501644,2069340,137183,6240
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,0,8.055442,575.988409,0.0,0.0,20.092271,841.497231,1445.775066,6995.645279,1931028480,9093251072,3938156544,62616,1642440,3170312,95061,4564
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,0,5.080686,361.072835,0.0,0.0,18.611943,549.8532620000001,934.768196,7930.413475,1155709952,9093251072,3938156544,62616,2395283,3316277,43818,3149
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,1,8.847587,716.173884,0.0,0.0,20.848378,960.514085,1706.532972,3497.9474609999997,2472690176,9093251072,3938156544,62616,8622364,998121,132307,5256
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,1,14.093553,730.321035,0.0,0.0,19.618716000000003,1048.471791,1812.640689,5310.58815,2529476096,9093251072,3938156544,62616,9501644,2069340,137183,6240
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,1,8.27535,575.967584,0.0,0.0,20.516624,954.498429,1559.409643,6869.997793,1931028480,9093251072,3938156544,62616,1642440,3170312,95061,4564
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,1,4.975641,370.525212,0.0,0.0,19.353476999999998,604.381816,999.391167,7869.388959999999,1155709952,9093251072,3938156544,62616,2395283,3316277,43818,3149
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,2,9.46527,711.881631,0.0,0.0,20.683612,989.044272,1731.216753,3593.5152479999997,2472690176,9093251072,3938156544,62616,8622364,998121,132307,5256
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,2,9.933268,730.12243,0.0,0.0,20.378702999999998,1135.867176,1896.439281,5489.954529,2529476096,9093251072,3938156544,62616,9501644,2069340,137183,6240
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,2,7.763199,570.651437,0.0,0.0,19.940497,836.944986,1435.429312,6925.383841,1931028480,9093251072,3938156544,62616,1642440,3170312,95061,4564
R1-D0,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,2,4.706275,366.835193,0.0,0.0,19.511308999999997,586.756102,977.964231,7903.348072,1155709952,9093251072,3938156544,62616,2395283,3316277,43818,3149
