method,reference_scene_id,master_sequence_id,order_id,horizon,deployment_id_switches,identity_transition_opportunities,normalized_id_switch_rate,fragmentation_count,fragmentation_opportunities,fragmentation_rate,merge_count,merge_opportunities,merge_rate,gap_opportunities,recovery_attempts,correct_recoveries,gap_recovery_accuracy,gap_recovery_recall,association_event_count,new_birth_count,false_birth_count,birth_rejected_count,tracker_input,identity_matching,cache_digest
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,canonical,5,1,14,0.07142857142857142,2,17,0.11764705882352941,1,16,0.0625,6,3,2,0.6666666666666666,0.3333333333333333,48,14,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2502054cabd3f0c81909c7ab1f508a31fd098d700a4fff2cd2fd7b38d15fd9f1
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,2,1,3,0.3333333333333333,1,3,0.3333333333333333,0,2,0.0,0,0,0,,,19,7,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,2,1,3,0.3333333333333333,1,3,0.3333333333333333,0,2,0.0,0,0,0,,,19,7,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,2,0,3,0.0,0,3,0.0,0,3,0.0,0,0,0,,,19,7,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,3,1,6,0.16666666666666666,1,6,0.16666666666666666,0,5,0.0,1,0,0,,0.0,30,12,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,3,1,6,0.16666666666666666,1,6,0.16666666666666666,0,5,0.0,1,0,0,,0.0,30,12,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,3,0,6,0.0,0,6,0.0,0,6,0.0,1,0,0,,0.0,30,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,4,1,8,0.125,2,9,0.2222222222222222,1,8,0.125,3,1,0,0.0,0.0,39,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,4,1,8,0.125,2,9,0.2222222222222222,1,8,0.125,3,1,0,0.0,0.0,39,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,4,0,8,0.0,0,9,0.0,1,10,0.1,3,1,1,1.0,0.3333333333333333,39,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,5,1,11,0.09090909090909091,3,14,0.21428571428571427,1,12,0.08333333333333333,6,3,1,0.3333333333333333,0.16666666666666666,52,17,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,5,1,11,0.09090909090909091,4,14,0.2857142857142857,1,11,0.09090909090909091,6,3,0,0.0,0.0,52,16,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,5,0,11,0.0,0,14,0.0,1,15,0.06666666666666667,6,3,3,1.0,0.5,52,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,c3dffd02195a510e8381a6f4da131e0301b4c373b92030745f8c6046a23b2bdc
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,2,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,,23,12,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,2,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,,23,12,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,2,0,5,0.0,0,5,0.0,0,5,0.0,0,0,0,,,23,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,3,0,8,0.0,0,8,0.0,0,8,0.0,0,0,0,,,31,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,3,0,8,0.0,0,8,0.0,0,8,0.0,0,0,0,,,31,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,3,0,8,0.0,0,8,0.0,1,9,0.1111111111111111,0,0,0,,,31,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,4,0,11,0.0,1,12,0.08333333333333333,0,11,0.0,2,1,0,0.0,0.0,41,15,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,4,0,11,0.0,1,12,0.08333333333333333,0,11,0.0,2,1,0,0.0,0.0,41,15,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,4,0,11,0.0,0,12,0.0,1,13,0.07692307692307693,2,1,1,1.0,0.5,41,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,5,1,15,0.06666666666666667,2,16,0.125,0,14,0.0,4,1,0,0.0,0.0,50,16,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,5,0,15,0.0,1,16,0.0625,0,15,0.0,4,1,0,0.0,0.0,50,16,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,5,1,15,0.06666666666666667,1,16,0.0625,1,16,0.0625,4,1,1,1.0,0.25,50,14,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2794ca03e9080650a542e040b6cbb5db585045588c86f8c8a0e6fbbc6ea14d7a
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,2,1,3,0.3333333333333333,1,3,0.3333333333333333,0,2,0.0,0,0,0,,,22,10,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,2,1,3,0.3333333333333333,1,3,0.3333333333333333,0,2,0.0,0,0,0,,,22,10,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,2,1,3,0.3333333333333333,1,3,0.3333333333333333,0,2,0.0,0,0,0,,,22,10,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,3,2,6,0.3333333333333333,1,6,0.16666666666666666,0,5,0.0,0,0,0,,,28,10,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,3,2,6,0.3333333333333333,1,6,0.16666666666666666,0,5,0.0,0,0,0,,,28,10,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,3,2,6,0.3333333333333333,1,6,0.16666666666666666,0,5,0.0,0,0,0,,,28,10,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,4,2,9,0.2222222222222222,1,9,0.1111111111111111,0,8,0.0,4,0,0,,0.0,42,15,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,4,2,9,0.2222222222222222,1,9,0.1111111111111111,0,8,0.0,4,0,0,,0.0,42,15,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,4,2,9,0.2222222222222222,1,9,0.1111111111111111,1,9,0.1111111111111111,4,0,0,,0.0,42,11,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,5,3,12,0.25,3,14,0.21428571428571427,2,13,0.15384615384615385,5,0,0,,0.0,54,16,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,5,3,12,0.25,3,14,0.21428571428571427,2,13,0.15384615384615385,5,0,0,,0.0,54,16,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,5,2,12,0.16666666666666666,2,14,0.14285714285714285,2,14,0.14285714285714285,5,0,0,,0.0,54,12,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,5adf7e6e1cf98634688a4f42c9fccfedd1b4db0f623c3e4c266fd2be47140aa0
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,24,11,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,24,11,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,24,11,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,3,0,7,0.0,0,7,0.0,0,7,0.0,0,0,0,,,31,11,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,3,0,7,0.0,0,7,0.0,0,7,0.0,0,0,0,,,31,11,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,3,0,7,0.0,0,7,0.0,0,7,0.0,0,0,0,,,31,11,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,4,0,10,0.0,0,11,0.0,0,11,0.0,2,0,0,,0.0,41,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,4,0,10,0.0,0,11,0.0,0,11,0.0,2,0,0,,0.0,41,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,4,0,10,0.0,0,11,0.0,0,11,0.0,2,0,0,,0.0,41,11,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,5,0,13,0.0,1,15,0.06666666666666667,0,14,0.0,5,0,0,,0.0,51,15,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,5,0,13,0.0,1,15,0.06666666666666667,0,14,0.0,5,0,0,,0.0,51,15,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,5,0,13,0.0,0,15,0.0,0,15,0.0,5,0,0,,0.0,51,11,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,7bca9bcd1c24e1de6c2a6de9d4860f07e02f4072e6580c736efe66f1ad74bca3
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,24,10,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,24,10,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,24,10,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,3,0,7,0.0,0,7,0.0,0,7,0.0,0,0,0,,,31,10,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,3,0,7,0.0,0,7,0.0,0,7,0.0,0,0,0,,,31,10,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,3,0,7,0.0,0,7,0.0,0,7,0.0,0,0,0,,,31,10,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,4,0,9,0.0,1,11,0.09090909090909091,0,10,0.0,3,1,0,0.0,0.0,40,12,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,4,0,9,0.0,1,11,0.09090909090909091,0,10,0.0,3,1,0,0.0,0.0,40,12,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,4,0,9,0.0,0,11,0.0,0,11,0.0,3,1,1,1.0,0.3333333333333333,40,10,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,5,1,13,0.07692307692307693,2,15,0.13333333333333333,0,13,0.0,3,1,0,0.0,0.0,50,13,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,5,1,13,0.07692307692307693,2,15,0.13333333333333333,0,13,0.0,3,1,0,0.0,0.0,50,13,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,sha256_seed45,5,1,13,0.07692307692307693,1,15,0.06666666666666667,0,14,0.0,3,1,1,1.0,0.3333333333333333,50,11,5,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,365a80d2cb42a38a9456c37407d1a41a3a51ebaa023615b3fe34fe9e555541d6
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,17,7,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,17,7,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,2,0,4,0.0,0,4,0.0,0,4,0.0,0,0,0,,,17,7,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,3,0,7,0.0,0,7,0.0,0,7,0.0,2,0,0,,0.0,27,9,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,3,0,7,0.0,0,7,0.0,0,7,0.0,2,0,0,,0.0,27,9,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,3,0,7,0.0,0,7,0.0,0,7,0.0,2,0,0,,0.0,27,8,1,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,4,1,10,0.1,1,10,0.1,0,9,0.0,3,0,0,,0.0,39,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
B3,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,4,1,10,0.1,1,10,0.1,0,9,0.0,3,0,0,,0.0,39,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
B4,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,4,1,10,0.1,1,10,0.1,0,9,0.0,3,0,0,,0.0,39,10,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
B2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,canonical,5,2,13,0.15384615384615385,1,13,0.07692307692307693,0,12,0.0,3,0,0,,0.0,45,13,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,511f5cf98de48a6fd5e12c10754955687eb4298d7e21829f662d569c85c6a0fe
